mine_fac,mine_other_names,country,state,region,province,district,sector,location_municipality,latitude,longitude,surface_area,unit_surface_area,claim_concession_area,unit_concession_area,mine_or_processing,commodities_products,mining_facility_types,production_start,production_end,activity_status,year_activity_status,certification_scheme,source,source_url,comment,,,,,,,
Gansu Hualu,,China,Gansu ,,,,,,,,,,,,Smelter,Aluminium,,,,,,,Aluminium Corporation of China Ltd. (2020) 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1161611/000138713120004040/ach-20f_123119.htm#acha006,,,,,,,,
Baotou Aluminum,Inner Mongolia Huayun,China,Inner Mongolia,,,,,,,,,,,,Smelter,Aluminium,,,,,,,Aluminium Corporation of China Ltd. (2020) 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1161611/000138713120004040/ach-20f_123119.htm#acha006,,,,,,,,
Liancheng Branch,,China,Gansu ,,,,,,,,,,,,Smelter,Aluminium,,,,,,,Aluminium Corporation of China Ltd. (2020) 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1161611/000138713120004040/ach-20f_123119.htm#acha006,,,,,,,,
Xinghua Technology,,China,Shanxi ,,,,,,,,,,,,Refinery,Alumina,,,,,,,Aluminium Corporation of China Ltd. (2020) 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1161611/000138713120004040/ach-20f_123119.htm#acha006,,,,,,,,
Jiaozuo Wanfang,,China,Henan ,,,Jiaozuo ,,,,,,,,,Smelter,Aluminium,,,,,,,Aluminium Corporation of China Ltd. (2013) 20-F Annual Report 2012,https://www.sec.gov/Archives/edgar/data/1161611/000116161113000016/d20f_2012.htm,,,,,,,,
Longmen Aluminum,,China,Shanxi ,,,,,,,,,,,,Smelter,Aluminium,,,,,,,Aluminium Corporation of China Ltd. (2012) 20-F Annual Report 2011,https://www.sec.gov/Archives/edgar/data/1161611/000116161112000087/d20f_sep.htm,,,,,,,,
Zhengzhou Institute ,Research Institute,China,Henan ,,,Zhengzhou ,,,,,,,,,"Refinery, Smelter","Alumina, Aluminium",,,,,,,Aluminium Corporation of China Ltd. (2020) 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1161611/000138713120004040/ach-20f_123119.htm#acha006,,,,,,,,
Bogatyr ,,Kazakhstan,,,,,,,51.65081399,75.42696244,,,,,Mine,Coal,,,,,,,Rusal Plc. (2020) Annual Report 2019,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ,,,,,,,,
Timan,"Vezhayu-Vorykvinskoye, Verkhne-Schugorskoye, Boksit Timana, JSC Bauxite-Timana",Russia,,,,,,Ukhta,64.32034493,51.10358726,,,,,Mine,Bauxite,Open pit,,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Timan Bauxite) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/boksit-timana/ ,,,,,,,,
North Urals,"JSC Sevuralboksitruda, SUBR, Cheremukhovskaya-Glubokaya ",Russia,,,,,,Severouralsk,60.28426199,60.02280248,,,,,Mine,Bauxite,Underground ,,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (North Urals Bauxite Mine) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/severouralskiy-boksitovyy-rudnik/ ,,,,,,,,
Windalco,,Jamaica,,,,,,,,,,,,,"Mine, Refinery","Bauxite, Alumina, Alumina hydrate",Open pit,,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Windalco) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/windalco/ ,,,,,,,,
Friguia,,Guinea,,,,,,,10.38748608,-13.57831449,,,,,"Mine, Refinery","Bauxite, Alumina, Alumina hydrate",,,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Friguia Bauxite and Alumina Complex) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/friguia-bauxite-and-alumina-complex/ ,,,,,,,,
Kindia ,,Guinea,,,,,,,9.882891347,-13.13158478,,,,,Mine,Bauxite,,,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Compagnie des Bauxites de Kindia (CBK)) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/kompaniya-boksitov-kindii/ ,,,,,,,,
Dian Dian,"Dian Diane Diane Project, COBAD",Guinea,,,,,,,10.89306629,-14.2280709,,,,,Mine,Bauxite,,2017,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Geography) ; Rusal Plc. Website (Dian Dian) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/ ; https://rusal.ru/en/about/geography/dian-dian/ ,,,,,,,,
Bauxite Company of Guyana ,Bauxite Company of Guyana Inc.,Guyana,,,,,,,,,,,,,Mine,Bauxite,,,,,,,Rusal Plc. (2020) Annual Report 2019,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ,,,,,,,,
Alpart,Alumina Partners of Jamaica,Jamaica,,,,,,,17.96791545,-77.60824799,,,,,"Mine, Refinery","Bauxite, Alumina",,,,,,,Rusal Plc. (2018) Annual Report 2017,https://rusal.ru/upload/iblock/e95/e9506273c06e77737e36cdf8ca108cbe.pdf,,,,,,,,
Kia-Shaltyr,Kiya Shaltyr Nepheline Syenite ,Russia,,,,Tisulsky ,,Belogorsk,55.038586,88.4712955,,,,,Mine,Nepheline ore,Open pit,1963,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Geography) ; Rusal Plc. Website (Kia-Shaltyr nepheline mine) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/ ; https://rusal.ru/en/about/geography/kiya-shaltyrskiy-nefelinovyy-rudnik/ ,,,,,,,,
Aughinish Alumina,Aughinish Alumina Refinery,Ireland,,,,Limerick,,Aughinish ,52.62844802,-9.060873788,,,,,Refinery,"Alumina, Alumina hydrate",Bayer process plant,1983,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Aughinish Alumina) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/aughinish-alumina/ ,,,,,,,,
Nikolaev Alumina,Nikolaev alumina refinery,Ukraine,,,,,,Nikolaev ,46.7765692,31.95890564,,,,,Refinery,"Alumina, Metallurgical alumina, Alumina pitch, metallic gallium",Bayer process plant,1980,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Nikolaev alumina refinery) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/nikolaevskiy-glinozemnyy-zavod/,,,,,,,,
Eurallumina,,Italy,,,,,,Portovesme,39.20941172,8.399670302,,,,,Refinery,"Alumina, Alumina hydrate",Bayer process plant,,,inactive,2020,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Eurallumina) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/eurallumina/,,,,,,,,
Bogoslovsk,"Bogoslovsk Alumina Refinery, Bogoslovsk Aluminium Smelter",Russia,,,,,,Krasnoturyinsk,59.78126502,60.18047158,,,,,"Refinery, Smelter","Alumina, Aluminium trihydrate oxide sand, Soda-sulphate silicate rocks, Aluminium",Bayer process plant,1943,,,,ISO 9001:2015,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Bogoslovsky Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/bogoslovskiy-alyuminievyy-zavod/,,,,,,,,
Achinsk Alumina Refinery,,Russia,,,,,,Achinsk,56.23464333,90.42397344,,,,,Refinery,"Alumina, Calcined soda",Sinter plant,1970,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Bogoslovsky Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/bogoslovskiy-alyuminievyy-zavod/,,,,,,,,
Urals Works ,"Urals Aluminium Smelter, Urals Alumina Refinery",Russia,,,,,,Kamensk-Uralsky,56.37597863,61.97190663,,,,,"Refinery, Smelter","Alumina, Alumina hydrate, Aluminium",Bayer process plant,1939,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Urals Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/uralskiy-alyuminievyy-zavod/,,,,,,,,
Boxitogorsk Alumina Refinery,,Russia,,,,,,Boksitogorsk,59.46176035,33.82533388,,,,,Refinery,"Alumina, Corundum products",,1938,,,,,Rusal Plc. (2010) Annual Report 2009,https://rusal.ru/upload/iblock/6a4/6a4ef4aea61f70031164066a1c3d7975.pdf,,,,,,,,
Zaporozhye Alumina Refinery,,Ukraine,,,,,,Zaporozhye ,47.88167079,35.18173111,,,,,Refinery,Alumina,,,,,,,Rusal Plc. (2010) Annual Report 2009,https://rusal.ru/upload/iblock/6a4/6a4ef4aea61f70031164066a1c3d7975.pdf,,,,,,,,
Bratsk Aluminium Smelter,,Russia,,,,,,Bratsk ,56.12805694,101.4507966,,,,,Smelter,"Aluminium, Aluminium slabs, Aluminium ingots, Aluminium T-bars, electrical wire rod",,,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Bratsk Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/bratskiy-alyuminievyy-zavod/,,,,,,,,
Krasnoyarsk Aluminium Smelter,,Russia,,,,,,Krasnoyarsk ,56.08517126,93.01978816,,,,,Smelter,"Aluminium, Aluminium slabs, Aluminium ingots, Aluminium T-bars, Aluminium billets",,1964,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Krasnoyarsk Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/krasnoyarskiy-alyuminievyy-zavod/,,,,,,,,
Sayanogorsk Aluminium Smelter,,Russia,,,,,,Sayanogorsk ,53.200102,91.4588822,,,,,Smelter,"Aluminium, Aluminium slabs, Aluminium ingots, Aluminium T-bars, Aluminium billets",,1985,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Sayanogorsk Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/sayanogorskiy-alyuminievyy-zavod/,,,,,,,,
Novokuznetsk Aluminium Smelter,,Russia,,,,,,Novokuznetsk ,53.77663978,87.24257827,,,,,Smelter,"Aluminium, Aluminium ingots, Aluminium T-bars, Aluminium billets",,1943,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Novokuznetsk Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/novokuznetskiy-alyuminievyy-zavod/,,,,,,,,
Khakas Aluminium Smelter,,Russia,,,,,,Sayanogorsk ,53.19952075,91.45239405,,,,,Smelter,"Aluminium, Aluminium alloys",,2006,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Khakas Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/khakasskiy-alyuminievyy-zavod/,,,,,,,,
Irkutsk Aluminium Smelter,IrkAZ,Russia,,,,,,Shelekhov,52.19193902,104.0859565,,,,,Smelter,"Aluminium, Aluminium strips, Aluminium alloys, Aluminium bars, wire rod",,1962,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Irkutsk Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/irkutskiy-alyuminievyy-zavod/,,,,,,,,
Kandalaksha Aluminium Smelter,,Russia,,,,,,Kandalaksha ,67.19572155,32.43456934,,,,,Smelter,"Aluminium, Aluminium billets, wire rod",,1951,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Kandalaksha Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/kandalakshskiy-alyuminievyy-zavod-kaz/,,,,,,,,
Volgograd Aluminium Smelter,,Russia,,,,,,Volgograd,48.83222148,44.5968872,,,,,Smelter,"Aluminium, Aluminium ingots, flotation cryolite, anode mass, green and fired anode blocks",,1959,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Volgograd Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/volgogradskiy-alyuminievyy-zavod/ ,,,,,,,,
Nadvoitsy Aluminium Smelter,,Russia,,,,,,Nadvoitsy,63.88014001,34.26647783,,,,,Smelter,"Aluminium, Aluminium alloys",,1954,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Nadvoitsy Aluminium Smelter) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/nadvoitskiy-alyuminievyy-zavod/,,,,,,,,
ALSCON Aluminium Smelter,ALSCON ,Nigeria,,,,,,Ikot Abasi,4.572290414,7.583046513,,,,,Smelter,Aluminium,,1997,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (ALSCON) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/alscon/,,,,,,,,
KUBAL Aluminium Smelter,"Kubikenborg Aluminium AB, Kubikenborg Aluminium",Sweden,,,,,,Sundsvall,62.37744699,17.36593403,,,,,Smelter,"Aluminium, Aluminium slabs, Aluminium billets",,1942,,,,,Rusal Plc. (2020) Annual Report 2019 ; Rusal Plc. Website (Kubikenborg Aluminium AB (KUBAL)) ,https://rusal.ru/upload/iblock/ee0/ee03f7d07bd7bcc5bf32dceb03fced32.pdf ; https://rusal.ru/en/about/geography/kubikenborg-aluminium-ab-kubal/,,,,,,,,
Volkhov Aluminium Smelter,,Russia,Leningrad Oblast,,,,,Volkhov ,,,,,,,Smelter,Aluminium,,,2013,,,,Rusal Plc. (2014) Annual Report 2013,https://rusal.ru/upload/iblock/97e/97ed52acc89ffbe8b9cf92198110e6a0.pdf,,,,,,,,
Panchpatmali,,India,,,,Koraput ,,,18.8582006,83.0227103,,,,,Mine,Bauxite,,,,,,,National Aluminium Company Limited (2019) 38th Annual Report 2018-19 ; National Aluminium Company Limited Website (Bauxite Mines) ,https://nalcoindia.com/wp-content/uploads/2019/08/Annual-Report_38th-AGM.pdf ; https://nalcoindia.com/business/operation/bauxite-mines/ ,,,,,,,,
Damanjodi Refinery,,India,,,,Koraput ,,,18.77426697,82.91287552,,,,,Refinery,Alumina hydrate,,,,,,,National Aluminium Company Limited (2019) 38th Annual Report 2018-19 ; National Aluminium Company Limited Website (Alumina Refinery) ,https://nalcoindia.com/wp-content/uploads/2019/08/Annual-Report_38th-AGM.pdf ; https://nalcoindia.com/business/operation/alumina-refinery/ ,,,,,,,,
Angul Aluminium Smelter,,India,,,,Angul,,Angul,20.82640707,85.15868079,,,,,Smelter,"Aluminium, Aluminium ingots, Aluminium sow ingots, Aluminium billets, wire rods, cast strips, cold-colled sheets, cold rolled coils","Continuous caster, strip casting machine, ingot casting machine, wire rod mills",,,,,,National Aluminium Company Limited (2019) 38th Annual Report 2018-19 ; National Aluminium Company Limited Website (Aluminium Smelter) ,https://nalcoindia.com/wp-content/uploads/2019/08/Annual-Report_38th-AGM.pdf ; https://nalcoindia.com/business/operation/aluminium-smelter/ ,,,,,,,,
Rampura Agucha,,India,,,,,,Gulabpura ,25.8311401,74.7417237,,,,,Mine,"Lead, Zinc","Open pit, Underground",,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Rajpura Dariba,,India,,,,Rajsamand ,,,24.9473378,74.131346,,,,,Mine,"Lead, Zinc",Underground,1983,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Zawar,,India,,,,,,,24.36283559,73.7216855,,,,,Mine,"Lead, Zinc",Underground,,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Kayad ,,India,,,,Ajmer,,,26.53546022,74.69223895,,,,,Mine,"Lead, Zinc",Underground,2014,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Chanderiya Smelter,,India,,,,,,,24.9625558,74.66268218,,,,,"Smelter, Refinery","Lead, Zinc, Silver, Sulphuric acid","Pyrometallurgical lead-zinc smelter, Hydrometallurgical zinc smelter, Power plant, Sulphuric acid plant",,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Debari Smelter,,India,,,,,,,24.60119809,73.81627218,,,,,Smelter,"Zinc, Sulphuric acid","Hydrometallurgical zinc smelter, Sulphuric acid plant",1968,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Dariba Smelter,,India,,,,Rajsamand ,,,24.96277863,74.12161287,,,,,Smelter,"Lead, Zinc, Zinc cathodes, Anode slime, Sulphuric acid","Hydrometallurgical zinc smelter, Sulphuric acid plant, Lead smelter",2010,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Pantnagar ,,India,,,,,,,29.03579267,79.39584564,,,,,"Smelter, Refinery","Refined Silver, Refined Zinc, Refined Lead","Silver refinery, Zinc ingot refining plant, Lead ingot refining plant",,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Haridwar,,India,,,,,,,29.96803085,78.07249429,,,,,"Smelter, Refinery","Refined Zinc, Refined Lead","Zinc ingot refining plant, Lead ingot refining plant",,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Vizag,,India,,,,,,,17.69555086,83.21667258,,,,,Smelter,Refined Zinc,"Hydrometallurgical zinc smelter, Sulphuric acid plant",1977,2012,,,,Sterlite Industries (India) Limited (2013) Form 20-F Annual Report 2013,https://www.sec.gov/Archives/edgar/data/1370431/000119312513309780/d573099d20f.htm,,,,,,,,
A Narrain,,India,,,,,,,14.2235254,76.2084138,,,160.6,hectares,Mine,Iron ore,Open pit,,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Amona ,,India,,,,,,Amona ,15.52709806,73.99484564,,,,,"Refinery, Smelter",Pig iron,"Coke plant, blast furnace",1992,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Vedanta Goa mines,,India,,,,,,,,,,,,,Region,Iron ore,Open pit,,,,,,Vedanta Limited (2016) Form 20-F Annual Report 2016,https://www.sec.gov/Archives/edgar/data/1370431/000119312516666748/d220448d20f.htm,,,,,,,,
Mt Lyell,Mt.Lyell Min,Australia,,,,,,Queenstown,-42.05981124,145.579353,,,,,Mine,Copper,Underground,,,inactive,2019,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Tuticorin,,India,,,,,,,8.821014567,78.08021227,,,,,"Refinery, Smelter","Copper rod, Copper anode, Copper cathode, Sulphuric acid, Phosphoric acid",,,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Silvassa,,India,,,,,,,20.28549566,72.98380233,,,,,Refinery,"Copper cathode, Copper rod",,,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Fujairah Refinery,Fujairah Gold FZC,United Arab Emirates,,Fujairah Free Zone 2,,,,,25.19394661,56.35450907,,,,,Refinery,"Copper rod, Gold, Silver","doré anode plant, copper rod plant",2009,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Mainpat,,India,,,,Surguja ,,,22.83263792,83.29603126,,,6.39,square kilometers,Mine,"Bauxite, Alumina",Open pit,1993,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Bodai-Daldali,,India,,,,Kawardha ,,,22.4158687,81.1867976,,,6.3,square kilometers,Mine,"Bauxite, Alumina",Open pit,2004,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Korba,,India,,,,,,Korba,22.39891608,82.73782226,,,,,"Refinery, Smelter","Alumina, Aluminium, Aluminium ingot, wire rod, cold-rolled sheets, cold-rolled coils, hot-rolled sheets","Aluminium smelter, Alumina refinery, Continuous rod casters, ingot casting machine, hot rolling mill, cold rolling mill",,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Chotia ,,India,,,,,,Korba,22.79681894,82.47131439,,,,,Mine,Thermal coal,Open pit,2006,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Lanjigarh Alumina Refinery,,India,,,,Lanjigarh ,,,19.7125823,83.40014651,,,,,Refinery,Alumina,,2007,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
Jharsuguda Aluminium Smelter,,India,,,,,,Jharsuguda,21.80611342,84.03955581,,,,,Smelter,"Aluminium, Aluminium ingot, Aluminium billet, Aluminium wire rod, Aluminium slab",,2009,,,,,Vedanta Limited (2019) Form 20-F Annual Report 2019,https://www.sec.gov/Archives/edgar/data/1370431/000119312519194036/d745879d20f.htm#toc745879_7,,,,,,,,
